ID,english,label,pred_english,conf_english
1615,"If this happens, it’ll be another murder of an extraordinary public mandate because it’s obvious that BJP is losing badly.",0,0,"0.9990590214729309,0.0009409986087121069"
1616,Don’t trouble the poor.,0,0,"0.9689776301383972,0.03102238103747368"
1617,There’s nothing like that... No need to be scared...,0,0,"0.999670147895813,0.0003299104864709079"
1618,"Please pay attention! Now anyone can earn thousands of rupees every month from their Android mobile without investing any money. This isn’t a lie. I’m earning 15,000-30,000 rupees every month from this. After you join, I’ll contact you, show all the proof, and explain how to proceed. To join: 1. Go to the Play Store on your Android phone, type Champcash, and install the app. 2. Open the app, click on sign up with Champcash, and fill in your details. 3. When asked for Refer ID of sponsor, enter 9044274. Write this ID (9044274) on a blank paper, you’ll need it later. 4. Complete the challenge, activate your ID, and join the business. ...Hail India...Hail Champcash...",0,0,"0.9960110187530518,0.003988995682448149"
1619,"Good News: Start earning money from home, completely free, 100% free, no investment, no time restrictions, work whenever you want. The internet data you waste on useless messages and videos on your Android mobile or tablet, now use it to earn money. Go to the Play Store on your mobile or tablet, search for Champcash app, and install it. Open Champcash, sign up, and when asked for Refer ID of sponsor, enter 2322076 and proceed. After signing up, you’ll get a challenge, accept it, and install 7 or 8 apps. Sign up for the apps where required. Once all apps are installed, your challenge will be complete, your ID will be activated, and you’ll instantly get a $1 bonus, i.e., 62 rupees. As soon as you install the app and fill in your details, our team will contact you via WhatsApp to explain the work. Remember to use Sponsor ID: 2322076. Welcome to Digital India. For more info, WhatsApp no: 9858100314. Very True Friend.",0,0,"0.9982686042785645,0.001731328433379531"
1620,Hammer.,0,0,"0.9979682564735413,0.0020317593589425087"
1621,"So that later they can say they brought the Modi wave to Delhi!! If they win without any campaigning, people will get suspicious!!",0,0,"0.9925945401191711,0.007405488286167383"
1622,Thousands participated in the #MoreToGive Walkathon to raise awareness for organ donation.,0,0,"0.9996802806854248,0.00031976160244084895"
1623,A Pakistani court sentenced a Pakistani fan to 10 years in prison for hoisting the Indian flag at his home to express love for Indian batsman Virat Kohli.,0,0,"0.9989161491394043,0.001083837472833693"
1624,"If the population keeps growing like this, it’ll soon reach 160 crore. Think about this too, Modi ji.",0,0,"0.9996329545974731,0.0003670191508717835"
1625,"Say Jai Hind, complete your formalities in front, this is our Hindustan.",0,0,"0.9945959448814392,0.005404023453593254"
1626,"Allah created the earth, but gave all the brains to infidels 😂😂😂 #ISRO 👍👍👍👍👍",0,1,"0.4090806543827057,0.5909194350242615"
1627,"No way! The editing is top-notch, but the style is cheap 😂",0,0,"0.9996059536933899,0.0003940653696190566"
1628,"For the first time, people like us are seeing the benefit of earning honestly 😄",0,0,"0.9995008707046509,0.000499068817589432"
1629,"Part-time job, earn Rs. 10,000 - 30,000 every month... Join DIGITAL INDIA... Zero investment... To join: 1) Go to the Play Store on your phone, type Champcash, and install the app. 2) Click on the app, sign up, and fill in your details. 3) When asked for Refer ID of sponsor, enter 9044274. Write this ID (9044274) on a blank paper, you’ll need it later. 4) Complete the challenge, activate your ID, and join the business.",0,0,"0.99909508228302,0.0009049545624293387"
1630,A pastor had previously donated a kidney to a Muslim too... such a report came on TV serials on Life OK and Sony...,0,0,"0.9937739372253418,0.006226046476513147"
1631,Definitely.,0,0,"0.9995335340499878,0.00046651356387883425"
1632,Bringing a Uniform Civil Code will benefit all sections of the nation.,0,0,"0.9995668530464172,0.0004330950614530593"
1633,"In his second IPL match for his team, Ben Stokes played a money’s worth innings. #BenStokes",0,0,"0.9989748001098633,0.0010252431966364384"
1634,India thrashed arch-rival Pakistan 3-1 to enter the final of the men’s fourth Under-18 Asia Cup hockey tournament...,0,0,"0.9996534585952759,0.00034654419869184494"
1635,"This was bound to happen, it’s a gathering of ambitious people.",0,0,"0.9994766116142273,0.0005234495620243251"
1636,"Brother, one photo, brother, one photo. Take mine with the Moto.",0,0,"0.9991914629936218,0.0008085966692306101"
1637,"Please pay attention! Now anyone can earn thousands of rupees every month from their Android mobile without investing any money. This isn’t a lie. I’m earning 15,000-30,000 rupees every month from this. After you join, I’ll contact you, show all the proof, and explain how to proceed. To join: 1. Go to the Play Store on your Android phone, type Champcash, and install the app. 2. Open the app, click on sign up with Champcash, and fill in your details. 3. When asked for Refer ID of sponsor, enter 9044274. Write this ID (9044274) on a blank paper, you’ll need it later. 4. Complete the challenge, activate your ID, and join the business. ...Hail India...Hail Champcash...",0,0,"0.9960110187530518,0.003988995682448149"
1638,"Pakistani Taliban released a video of shooting down a helicopter, along with threats of more attacks. Read the news...",0,0,"0.9952844977378845,0.0047155218198895454"
1639,"If you eat cow meat, what calamity will come? Eat whatever you want, man.",0,0,"0.9785587787628174,0.021441223099827766"
1640,The guy is saying the right thing.,0,0,"0.9885098338127136,0.011490131728351116"
1641,The fastest.,0,0,"0.9991424083709717,0.0008575986721552908"
1642,"Brother, if BJP does it, they’re the ones likely to get caught because VVPAT is being used in many places this time!!",0,0,"0.9767047166824341,0.023295292630791664"
1643,"CNBC, move forward a bit, don’t be scared... The public will forgive you.",0,0,"0.9990251064300537,0.0009748900774866343"
1644,Is eating beef necessary? Eat some other healthy food.,0,0,"0.9997515082359314,0.0002485472068656236"
1645,A crocodile attacked a middle-aged farmer crossing a drain to reach his field. The farmer struggled with the crocodile for half an hour to save himself...,0,0,"0.9989914298057556,0.0010085280518978834"
1646,"Close all banks, we’ll keep our money at home. It’s our money, why give it to banks when they’re already making huge profits by giving loans with our money?",0,0,"0.999794065952301,0.00020598599803633988"
1647,Just like you created Pakistan.,0,1,"0.12023965269327164,0.8797603249549866"
1648,"India’s best Astrologer, WhatsApp no. +91-8570046036, solution to every problem - no fees, no charge - Specialist: black magic removal, love marriage, rival troubles, enemy elimination, vashikaran, marriage obstacles, husband-wife disputes, love issues, convincing a lover, convincing parents for marriage, lover vashikaran, girlfriend vashikaran, Specialist Relationship Problem Solution, Tantra = Mantra = Specialist, All Problem Solution ((-Specialist-)-(-Vashikaran-)-(+)-(91)-8570046036.",0,0,"0.9990909099578857,0.0009091469692066312"
1649,"Neither Hindu nor Muslim is bad... the bad one is the person who doesn’t understand the meaning of Gita or Quran... You are Ram, you are Rahim. Quran... Gita... Vedas... Puranas... Bible... Sikhism... Hindu... Muslim... Sikh... Christian... Above all religions, castes, there’s one religion... the religion of humanity... the religion of mankind... and my dear brothers... you know, and I know, there’s no religion greater than humanity... no caste greater than humanity... this world is like a house... it has many rooms... we need to maintain peace in the house... take care of the house... not just our own room...",0,0,"0.9876319766044617,0.01236803736537695"
1650,"I went to the toilet and came back, the bike still hasn’t arrived.",0,0,"0.999542236328125,0.0004577549116220325"
1651,Bad word.,0,0,"0.9989812970161438,0.0010187342995777726"
1652,Politics has crossed all limits...,0,0,"0.998941957950592,0.001058004330843687"
1653,Politician.,0,0,"0.9992951154708862,0.0007048484403640032"
1654,"Friends, Kashmir should be free, both the part occupied by Pakistan and the part under our control. How long will people keep dying? Sometimes our soldiers die, sometimes Kashmiris die, but it’s humans who are dying. #free_Kashmir",0,0,"0.9282103180885315,0.07178972661495209"
1655,"Many, many congratulations, may you live a thousand years.",0,0,"0.9936222434043884,0.00637773284688592"
1656,Invest only in good companies & get good rewards in May 2017.,0,0,"0.9994896650314331,0.0005103303701616824"
1657,"Madam, if you install so many apps on the phone, do you know what’ll happen to it...",0,0,"0.9933114051818848,0.006688646040856838"
1658,"Because of 2-4 people like this, the whole party’s name gets tarnished :/ First, they need to be educated >:(",0,0,"0.9659290313720703,0.034070950001478195"
1659,"Weapons are there, weapon-bearers are there, but for national defense, an excellent intelligence system is necessary: PM.",0,0,"0.9962285757064819,0.0037714862264692783"
1660,You’ll roll with laughter watching this video... #OMGNews,0,0,"0.9720606207847595,0.027939386665821075"
1661,Didn’t have to happen even after reading 😢😢😂😂😂😂😂😂,0,0,"0.9950661659240723,0.004933753050863743"
1662,This is good too 😂😂,0,0,"0.9958354234695435,0.004164524842053652"
1663,"After such a big illness, a birthday celebration is a must.",0,0,"0.9996806383132935,0.000319438346195966"
1664,"Instead of pouring milk on it, it’d be better if you fed some hungry person.",0,0,"0.9963942170143127,0.0036058365367352962"
1665,"Feel ashamed, instead of useless politics, it’s better to be of use to someone.",0,0,"0.9885276556015015,0.011472305282950401"
1666,"Requirement of boys and girls in Patanjali Healthcare (by state and district). Helper: 8500+OT+accommodation+food. Supervisor: 12600+OT+accommodation+food (from illiterate to graduate) [UP, Bihar, and other states]. Contact: 7991766327 (WhatsApp).",0,0,"0.9996945858001709,0.0003054001717828214"
1667,"Finally, after a long wait, the AMT version of the popular entry-level hatchback Renault Kwid is ready to hit the Indian market. Renault Kwid AMT will be launched in the second week of November.",0,0,"0.9998037219047546,0.00019629024609457701"
1668,Found out too quickly 😁😁😁😁😁😂😂😂😂,0,0,"0.9992210865020752,0.0007788923685438931"
1669,"Honorable PM sir, can we deposit money in the Sukanya account at the post office?",0,0,"0.9993434548377991,0.0006564815994352102"
1670,My India is great.,0,0,"0.9993378520011902,0.0006621235515922308"
